UserName,Sentiment,Lemmatized
669,Negative,"governorva declare state emergency va price gouging protection effect exceptionally high price coronavirus necessity let office know price gouging tolerate va 

 learn 
"
670,Extremely Positive,"coronavirus gen x baby boomer stock hand soap toilet paper college student online bargain shopping flight cruise spring break 
  coronaviruspandemic coronavirusupdate coronaoutbreak springbreak"
671,Extremely Positive,"find update availability stock essential like toilet paper sanitiser neighborhood support community getmarkk 

 map mapbox 
 
 "
672,Positive,ppl want normal evening food shopping donât want queue bread corn itâ zombie apocalypse donât need stock long life milk tin fish coronavirus panickbuyinguk panic panicbuyinguk
673,Extremely Positive,  coronavirus somebody survey member congress ask think hand sanitizer easy find local drug store grocery store
674,Positive,ok grocery store toilet paper target pack big deal panic make light situation cov virus toiletpaper toilet target survival dontpanic nocrowd staystrong poopless
675,Positive,"concise vision mission value statement brand affordable price 
  loona 
 
  thursdaymotivation 
  trumptheworstpresidentever 
"
676,Negative,"elderly non muslim neighbours disabled unable 

 family order shopping online 

 quran take axiomatic society judge way treat vulnerable young old 

  coronavirus"
677,Negative,"  foxnew msnbc cnn 

 trump add trillion stock market today save campaign 
 think covid test sick leave unemployment check food stamp hospital treatment pay 
 show trump"
678,Neutral,today like âwe didnât start fireâ day
679,Negative,  jpmorganam large selloff historically follow rebound w mos recession expect give strength consumer history pandemic equitymarket tend decline sharply recover
680,Negative,"different price btc lead market datum provider today dump gmt cryptocompare 
  coinmarketcap 
  coingecko 
  nomicsfinance 

 aggregated price 
  datum crypto"
681,Positive,"  british airways u plz update ur policy flight come april charge change tix price 
 ticket purchase outbreak fly las london april cdg las april"
682,Neutral,coronavirus impact online shopping habit
683,Extremely Negative,"  look like post apocalyptic b rate movie start piece news panic fight food resource screen coe blank write year later deserted city car crash pile trash 
  coronaviruspandemic"
684,Extremely Positive,panic buy bog roll hand sanitizer feminine hygiene product donât sell fast comparison free bleed house arse wipe hand clean coronavirus prepper
685,Negative,look alleviate virus anxiety donate local orgs like thestopcfc provide essential service folk canât afford stock food impact loss wage covid
686,Positive,  swissepi flahault stephanecullati people arenât get social distancing ready start elbow peep grocery store today sneeze cough involve coronavirus coronaoutbreak
687,Negative,company jack price design gimmick novelty product profit ashamed nothelpe
688,Negative,craziness zehrs grocery store barrie toiletpaper coronaviruspandemic coronaoutbreak think people need chill bit
689,Extremely Negative,sad uplifting oh sad old people people high risk rightly fear go grocery store pharmacy endanger life help coronavirus
690,Negative,healthy low risk person live neighborhood apartment complex consider offer grocery store pharmacy high risk neighbor coronaviruspandemic coronavirus
691,Extremely Positive,"people food allergy panic buy allergy friendly food stock pile great 
 allergic gluten worry gluten free cupboard item stock happen"
692,Extremely Positive,neighbor health care professional working nurse major chicago hospital appreciate time coronavirus want know care thank nurse doctor hospital worker coronavirus thankyou
693,Positive,"pandemia consumer need spending hierarchy 
  health 
  food water 
  energy 
  information technology 
  mobility 
  money value 
  community 
  korona koronavirus koronavirusfi corona coronaoutbreak coronavirusupdate"
694,Neutral,"austria week close university 
 school follow week 
 perception supermarket cart look stack usual 
 check toilet paper section high quality stuff go 
  namedafteralitebeer"
695,Extremely Positive,situation school right whereâs tell hand wash council send supply supermarket wipe clean leave school look supply wherethesoap school handwash teacher coronaviruspandemic supermarket
696,Negative,"let straight food thought 

  trillion dollar pump wall street fight stock market plummet 

  afflict hundred thousand life million job 

 cont"
697,Extremely Positive,"  coronavirusfrance le rayon pã¢tes alimentaire comme lâautre jour 

 like day pasta department paris region supermarket 
 people buy stock like small island middle desert 

  coronavirus"
698,Positive,supermarket run alcohol hand sanitiser improvise
699,Positive,"oil price fall cliff offer opportunity reduce import bill 

 second fiscal pressure ease allure lower taxis duty resist impact require fiscal space relief budgetary measure 

 "
700,Negative,"  coronaviruspandemic 
 
  coronavirusupdate 
  panicbuye 
 asda supermarket edinburgh 
 toilet roll"
701,Neutral,sneaker price havenât drop coronavirus corona stockx nike
702,Extremely Negative,"airline plane ticket price drop coronavirus â  

 cheap ass make booking coz die well die bali 
  coronaviruspandemic"
703,Negative,"hit ghana dierrr start dey stock room plus food ooo go shiiit 
  coronavirusupdate 
  coronaoutbreak"
704,Negative,online food shopping stressful go shop coronavirus want able buy essential
705,Negative,stock kilos kilos good supermarket shelf think people live daily wage ability stock food like hit hard unnecessary panic buying coronaoutbreak coronavirus
706,Negative,thereâ´s pandemic world good old portuguese half buy supermarket half go beach itâ´s world go mad photo yesterday
707,Extremely Positive,panel sid tele perfectly embody mood supermarket today corona coronaviruspandemic coronaviruspandemic fear supermarket grocery indiecomic dystopia dystopian panicbuye panicshoppe hoarding panicbuyer kickstarter apocalyptic
708,Extremely Negative,see picture shelf make panic little stock food coronaviruspandemic
709,Extremely Positive,"  mask sale variety usa global shipping visit free great price 
  coronaoutbreak 

 "
710,Extremely Negative,nyc water cvs price gouging mass panic citizen journalist case go want case water nyc get crazy coronavirusupdate coronavirus toiletpaper toiletpapercrisis qarmy qanon qanom
711,Negative,right wing coo coo father law tell conservative hubby stock bullet week worth food gang come look food like ffs anxiety roof you chill tfuck
712,Negative,"nice retail staff 

 incredible pressure try demand provide polite customer service 

 set price stock quick go door people panic buy 
  bekind"
713,Extremely Positive,"people need grip nice 

 mum local tesco shelf queue aisle long mum normal cheery self laugh joke w fellow queuer say friend 
  bekind 
 "
714,Positive,people ask yes sell print ironic discount code use price print
715,Positive,"coronavirus shopping 

 get word shut imminent county pa 

 stock comfort food"
716,Extremely Negative,shelf local dc supermarket panic buying hysteria
717,Neutral,online shopping available slot sunday loo roll baked bean sell coronavirus
718,Negative,  mom home major respiratory issue brother live work grocery store regularly deal public afford cover lost income advisable quit leave job w
719,Extremely Negative,disturb scene supermarket people vulnerable coronavirus people supermarket clear shelf cop think kill
720,Extremely Negative,nation coin keepcalmandcarryon seriously need grip hoilday go buy food tonight tomorrow apparently apocalypse begin turn flap panic buying moron
721,Negative,  stephenpunwasi let know prepare panic
722,Extremely Positive,decide join party fair little stock pile people weekly shop hopefully crap wash stuff food bank bettersafethansorry
723,Positive,"apple store location receive new directive help curb spread coronavirus 



  apple applestore retail health directive infection coronavirus pandemic"
724,Negative,think nba postpone season kick official panic button country head wal mart stock people food look like toilet paper aisle coronavirus pandemic
725,Negative,"trucking face major restriction travel unexpectedly get well rate spread virus worrisome consumer hoarding increase demand dry van equipment 
  trucking demand 
"
726,Positive,"âmake sure stock non perishable â 
 â 
 "
727,Positive,everybody finish stock supermarket ready inflated price panic buying situation want give exactly coronaviruspandemic coronavirusupdate
728,Positive,actually give thought people work food retail coronaviruspandemic whilst school event close people shop colleague work provide stock customer supermarket wonât close
729,Positive,isnât panic tweet reach iâm living extra food supply hopefully alright situation stay safe stay rational cautious aware donât panic overreact denieroinc
730,Extremely Negative,"m tired tweet covid know lockdown rename hope food month 

 survive martial law remember panic need panic 

  manila"
731,Extremely Positive,go store today stock toiletpapercrisis worth food get home realize phone store steering wheel car key canât wash hand get to clean fomite coronavirus
732,Extremely Positive,pandemic setting coronavirus sport card market dip price drop market stay strong share thought coronavirusupdate worstpresidentinhistory pandemic nba canceleverythe
733,Extremely Positive,follow significant feedback community grow concern covid parramasala board difficult decision postpone parramasala festival safety wellbeing community high importance
734,Neutral,"dad get thing grocery store time go heâ run item end result heâ sit goldmine nonperishable food toilet paper 

 coronavirus jed clampet moment"
735,Positive,ya ll mvp student today get extra shipment food student stock prep s good nutritious food
736,Positive,far book flight tokyo go want price japan
737,Negative,"important point panic buy 

 lot image shelf round social medium 

 shelf stock tomorrow italy actually lockdown supermarket operate fine 

 food breathe"
738,Extremely Positive,"  emma l dargie thelastleg good advice need perspective practical action panic police security guard supermarket aisle 

 maybe tomhank contract coronavirus response help stay"
739,Extremely Positive,want great opportunity know elderly neighbor check need grocery store pharmacy promote care fear
740,Extremely Negative,"bad time long consumer discretionary stock 
  stonk"
741,Positive,"thought right 

 hear people think itâ good idea advantage low airplane ticket price cause travel world right risk sound preachy reiterate quote justintrudeau"
742,Extremely Positive,u crazy u want well safe sorry probably quarantine w nxt week stock wk water food good toilet paper prescription med etc nba ncaa huge don t wait ijs coronavirus icare
743,Negative,grocery store ozzyosbourne blacksabbath scream speaker bunch shelf people run grab case water oh sport cancel apocalypse
744,Negative,"  coronavirus affect online shopping travel event cancellation impact digitalmarketing 
 
 online marketer time deliver factual information prioritise relevant content reach target audience â 

 "
745,Extremely Negative,confuse news report need stock soap food diaper tp panic buy don t want catch essential want contribute chaos caronavirususa
746,Extremely Positive,apparently chest freezer vogue sell like hotcake people start stock food ready great lockdown covid
747,Positive,time supermarket week roll toilet paper see wonder people clean ass
748,Positive,  cnn virus long need fly reach city usa cost cost virus walk comfortably man leg job stadium supermarket cinema local measure need
749,Neutral,plano independent school district extend planotx student spring break week march planoisd
750,Positive,"laugh demolition man 

  coronavirus"
751,Negative,predict nightmare awhile today feel like wake supermarket line indication live headspace week company admit freak
752,Negative,midst panic shop happen youâre grocery shop online get deliver patient nice delivery driver tip sound weekend go busy christmas
753,Positive,come grocery store like coronaviruspandemic lockdown
754,Extremely Negative,  medium think bad flu season fault year old woman line supermarket thegreatawakene q qanon maga coronaflu realdonaldtrump disneyland marchmadness
755,Negative,let remember leave need
756,Extremely Positive,grocery store usually place zen calm madison mom get sick
757,Extremely Negative,venezuelan post apocalyptic visual local supermarket trigger mad ptsd dejavu emptyshelve coronaviruspandemic
758,Negative,  dazzyjinzo yes grocery store early fucking stampede shelfs clear coronaviruspandemic coronavirusupdate
759,Positive,temporarily suspend howler growler fill minimize opportunity spread covid continue fill howler growler purchase house retail store
760,Extremely Positive,funny effect isome high up rule fear human race cling social medium online mean contact entertainment shopping etc easy fot big guy profile ongoing week indoor month clever piratenpartij
761,Extremely Positive,love indians deal fascist policy impend covid threat reach shore manage laugh sex demand good food look love survival hope outrage
762,Neutral,understand food stock toilet paper coronavirus
763,Negative,go grocery store afternoon walk hear woman yell car walk find elderly woman husband crack window open bit explain nearly tear afraid store
764,Neutral,coronavirus impact online shopping upcoming market research provide insight consumer online buy behavior affect brand ip brandprotection
765,Negative,democrats push hard paidsickleave pay employer turn lower wage raise price pay democrat communism horseshitliardemocrats democratshateamerica thursdaythought fightdemocrat fakenew
766,Extremely Positive,"stock nourishment safety family coronavirus outbreak donate 

 safety mind local foodbank request donation food supply gladly donate website"
767,Negative,instacart doordash offer pay sick leave worker diagnose covid verge retailwire retail coronavirusupdate instacart doordash
768,Positive,  laurynnng yeah see egg milk lysol wipe sell grocery store folk go nuts need calm black plague
769,Negative,"cardiff southwale food delivery affect coronavirus panicbuye 

 cancel website stock item come rest order 

 reply dm email rhiannon c moore icloud com 
 "
770,Positive,  brismithy damage limitation self serve newly elect government drag heel low share price letâs hope common decency prevail help deal pandemic suddenly remember brexit inthistog
771,Positive,  disney family pay movie ticket price watch home avoid happy pay â
772,Extremely Negative,lot people home work panic buy food supply store crazy right wonder transmission happen crowded grocery big box store
773,Positive,weâre clear gas price arenât relate definitely relate global economic crash
774,Positive,naive food hoarding sell stock help situation coronaviruspandemic
775,Negative,mom call tell stock food medicine essential live major city likely hit hard covid get little worried
776,Extremely Negative,forget panicatthedisco itâ insanity grocery store coronaviruspandemic
777,Negative,wake today think coronavirus time panic stock food good
778,Negative,wonder thereâll supermarket shelf time money worried get food cat pay monthly suspect ppl think weâre hoarding fun panicbuye coronaviruspandemic sigh
779,Negative,washingtonpost shitty opinion writer asymmetricinfo actually say coronavirus epidemic wonât bad wide supermarket aisle apparently donât big city suburb
780,Extremely Positive,"  pride sure client satisfied ensure good service instill establish unmatched reputation variety quality affordable price 

 reach 
 

  domorewithmpesa 
 "
781,Negative,life time corona people london supermarket spot argue packet pasta pasta brand shelf want particular coronaviruspandemic coronavirusupdate coronavirus
782,Negative,usda pilot program state food stamp recipient use online grocery shopping delivery vulnerable elderly handicapped people wouldnât risk covid exposure implement nationwide
783,Negative,know post apocalyptic novel flashback narrator realize poo hit fan rush stock food idea leave buy lady gentleman trader joe coronavirus
784,Positive,  coronavirus stuck inside house online shopping look rothy comfortable shoe use discount code pair rothysdiscount rothyscode rothyscoupon rothy rothycode onlineshopping
785,Negative,remember afford stock pile month food toilet paper sensitive live pay check pay check
786,Negative,"stop grocery store half expect rick grime ride horse aisle 

  coronaviruspandemic 
  walkingdead"
787,Negative,lung disease immunosuppressant crohns catch covid screw tbh person comment supermarket rightly wear mask jog frankly
788,Negative,"avoid gathering people shouldnât grocery store 

  coronaviruspandemic nyc comedy lnsm nycmayor nygovcuomo comedycell tamronhallshow tamronhall tamronhallshow warmupcomedian"
789,Positive,  kroger walmart happen step step instruction create web account order grocery online live community old folk think online shopping immensely helpful lot th
790,Negative,"check surgical mask stash 
 ply surgical mask 
 bulk price high usual consider cheap fact cheap 
 pay mask 
  wuhanvirus coronaviruspandemic"
791,Extremely Positive,  sidhakuro bhoowan rice new worrying far limited tissue paper hand sanitizer hope wonât come food panic coronaviru
792,Neutral,"grocery store owner right 
  coronaviruspandemic coronaoutbreak"
793,Extremely Positive,"  wipe supermarket pasta toilet roll staff royalhospital royalprimary target need item foodbank initiative 
 
 deliver february supply week weigh impressive 

  thankyou 

 "
794,Extremely Negative,"suggestion 
 realise panic buying good create shortage deprive need 
 amend give sell cost food buy people neighbourhood affect risk shop"
795,Positive,"clip challenge road behaviour compare similar behaviour supermarket 

 behaviour witness supermarket today maybe ad need rethink 

 folk calm 
 shortage good atm 
 "
796,Extremely Positive,"important public anouncement 

 wash like people asia wonât need panic buy loo roll 
 refer exhibit b c 

 food shelf 
  campaignforbumgun 
  muslimshower 
  toiletpaper toiletpaperapocalypse coronaviruspandemic"
797,Negative,toilet paper shelf right grocery store smh
798,Negative,go lockdown people stock pile food certainly fear happen uk soon coronavirus
799,Negative,local grocery store nuts
800,Positive,italy lockdown official week lockdown reality coronavirus contain note sure stock food couple week
801,Positive,  state institution encourage service email phone possible people covid country ask self evaluate self carantine use public transport use online shopping place late evening mask people
802,Positive,check elderly neighbour relative wonât able stand massive supermarket queue
803,Positive,iâm actually worry covid note huge shout fellow retail employee donât option work home clean store guest touch panic stock
804,Neutral,"  secpompeo realdonaldtrump mean plan 
 cover underinsured non insure unemployed 
 freeze price 
 cover mass testing world country 

  wherearethetest 
  wherearethete"
805,Extremely Positive,"james moore close school prevent coronavirus thousand child hungry 

 reason borisjohnson poverty help money grab tyrant lie cobra"
806,Extremely Positive,like girlfriend leah pick can soup grocery store think lot home well leave small thing help lot stay safe socialdistancing coronavirusupdate loveeachother
807,Neutral,walk past cough supermarket laskmun
808,Positive,"  drchrissmith drsarahjarvis people diagnose positive infectious long continue infectious 

 long coronovirus live surface clothing 
"
809,Negative,"cut roll toilet paper pack grocery store roll crowd shopper yell joke 
 see horror 
  coronaviruspandemic coronavirus wuhancoronavirus"
810,Negative,panic buying supermarket today panickbuyinguk
811,Negative,"stop trader joe stock shut kid school pack operate efficiently buy food people handle food pay sick leave institutional change plan 

"
812,Positive,"ny fed inject billion short term funding sound calm monetary policy isnât go work time 

 need investor consumer mindset change surround thatâs thing halt downtrend 

"
813,Negative,iâve read post covid say stock food money bank extreme scare
814,Extremely Negative,blame panic buyer human fear get qurantine week run food
815,Negative,shoulda boycotted thre airline price long time ago
816,Negative,hour covid update people literally panic buy ubos ang alcohol sa hypermarket sa centris send home cold nagbabantang lockdown sa mga ibang lugar lot go
817,Extremely Negative,"airline plane ticket price drop coronavirus â  

 great ass make booking coz die well die madina 
  coronaviruspandemic"
818,Extremely Positive,help big business bailout newsflash government want stimulate economy consumer confidence wipe student loan debt offer mortgage payment assistance impact shutdown
819,Positive,oh yeah sure gas price go to get coronavirus concern coviddon trumpcrash trumpisamoron trumpisanidiot
820,Positive,"year ppl look like freak hand sanitizer trvle bus metro washing hand aftr reach office 
 today set norm 
 spice turmeric food taste continue em 
 don t panic hygienic 
 "
821,Positive,"omg corona virus let sit line grocery store buy supply touch cash register n shit clever 
  coronavirus 
  society"
822,Negative,"look like start kill gig economy platform like uber load debt share price take hammering 

 government respond employ worker provide transport delivery vulnerable"
823,Extremely Negative,"corona event people attend cancel school close 

 work supermarket get contact shit ton people daily 
 "
824,Extremely Positive,story trip today grocery store wow helpful video run toiletpaper toiletpaperapocalypse toiletpaperemergency stay safe coronaviruspandemic canceleverythe maine
825,Positive,pm address nation later panic wipe supermarket
826,Negative,"quarantine diary 

 day stock non perishable food supply month maybe year remain isolation long take pandemic 

 day minute supermarket want twix"
827,Neutral,"come grocery store 
 place pack man 
  coronavirus"
828,Extremely Positive,enjoy good show sky tv netflix â£ month sky q place easy
829,Extremely Positive,  get grocery store amazingly stock hand sanitizer alcohol leave doc ofc havenât case good bc test kit like coronavirus coronavirusupdate outbreak epidemic pandemic health cdc
830,Positive,"hey bee smart avoid corona virus shop online buy sock 

  sockfetish sockfetishsocks sock coronavirus beesafe shoplocal supportsmallbusiness buylocalboiseâ  "
831,Extremely Negative,"survive month go store dry milk stock basic medication sick donât list start coronavirus 
 emergency food list idea 
"
832,Extremely Positive,think stock food stay home work let forget live form covid regularly food health coverage suitable living condition social distancing protect need
833,Negative,  billyptsd humphreyshope harm reduction emergency accommodation specialise medical care service work collectively stock pile food emergency medication supply good time inevitable spike u
834,Positive,"send mom huge grocery say grocery store busy clean product shelf toilet paper shelf buy kleenex paper towel say frozen food area low stock 

 stay calm stay smart prepare"
835,Extremely Positive,"aware coronavirus confirm goldcoast qld local immunecompromised enlist medical hand washing consider social distancing stock med food possible asap eds spoonie chronicillness 

"
836,Negative,"  coronavirus declare pandemic disabled chronicillness immunecompromise panic stay informed practice medical handwashing consider social distancing stock med food possible 

"
837,Neutral,despite dhsgov recommend reason stock week food water itâ natural disaster water service continue water safe drink coronavirus water itâ fact hysteria panic themoreyouknow
838,Positive,"shop grocery play nintendo wii take online coursesâ  

 year old time vlogger time student norway attend record daily life amid novel coronavirus epidemic photo xinhua spotlightbeije"
839,Negative,"see people supermarket today stock make wonder go to waste blow 

  coronaviruspandemic 
 "
840,Positive,tp section local grocery store food drink aisle perfectly normal fully stock confused toiletpaperapocalypse
841,Neutral,"  pruell price get close escort menu 

  pump 

  coronaviruspandemic coronavirusupdate coronaoutbreak coronavirus cor"
842,Extremely Positive,"retail store cashier precaution customer 
  ready bottle hand sanitizer nearby people use pen handle cash 
  screen wipe ready use transaction buyer hand sign screen 
  pandemic covid"
843,Extremely Positive,hopefully game play close door open club eye important fan beautiful game turn low ticket price
844,Extremely Positive,allow refer successfully spread digital consumer product viral find new word ask friend coronavirus
845,Neutral,come toilet paper price rise probably globalbc
846,Negative,"know 

 

 household product destroy novel coronavirus consumer report"
847,Positive,  tesco time temporarily reintroduce bag home delivery help minimise contact driver customer especially vulnerable people shopping online onlineshopping coronavirus
848,Extremely Negative,t think situation require have roll toilet roll include st patrick weekend drink guinness day don t wanker stop stock pile stuff need reason price ridulous
849,Neutral,"point sale software meet unique need small medium enterprise 

 sell hardware affordable price 

 touch screen monitor 

 complete desktop ksh 

 thermal printer ksh 

 cash drawer ksh 

 contact 

 "
850,Negative,live heavily covid affected area afford stock thing lose work study job closing message venmo send buy food supply question ask help people
851,Extremely Negative,believe conspiracy supermarket owner rid stock store itâ unreal
852,Negative,online gaming internet shopping book sale boom self impose isolation guardian publish â coronavirus reading list joyful book dark lonely timesâ
853,Positive,"people tell stock week worth food toilet paper medicine clearly donât live pay check paycheck 
  coronavirus coronaviruspandemic"
854,Positive,finally decide need buy hand sanitizer realize search pharmacy beirut sell sanitizer âcontentâ unreliable price rediculously high irrational
855,Extremely Negative,itâ unacceptable price mask sanitizer alcohol irrationally high critical dangerous situation issue
856,Extremely Negative,lidl total chaos queue long aisle cashier get toilet meet roar abuse get ask say person ask day work bit sounder lad
857,Positive,"âare go grocery store stock â 

 mom âwell get nail â 

  itscoronatime coronaviruspandemic"
858,Extremely Negative,"new vlog 

 people fear possible lockdown metro manila reportedly panic buy basic food household item 

 help aggravate covid situation face 

 know kuya daniel say 
"
859,Extremely Positive,  coronaviruspandemic respiratory virus need herb boost immune system price canadian dollar free shipping coronavirusupdate coronaoutbreak coronavirus canada canadaprmasterclass
860,Positive,company find sell antibacterial wipe etc extremely high price boycott disgraceful behaviour time like lot say entrepreneurial load bs entrepreneurship help
861,Negative,million canadian feel food insecure financial constraint report
862,Neutral,corner shop couple deliver coronavirus kit need
863,Negative,"company say take stock situation start work main alternative plan meet demand food local market 
  qatar coronavirus food 
"
864,Neutral,plus fuel price drop coronaviruspandemic coronavirus coronavirusupdate
865,Neutral,oil price
866,Extremely Negative,"critical time containment covid 

 necessary precaution stop shift resource away community programming emergency food access service start monday march"
867,Positive,yâall need calm tf grocery store coronaviruspandemic thursdaymorning
868,Neutral,"

  coronavirus oil price global economy balance power east west h t independent exactly globaleconomy cc dieschwarzeperl johngidde dwbwriter dr grzanka"
869,Negative,  airbnb host take advantage pandemic charging outrage price cancellation fee get hit w charge night b c literally say money use airbnb hotel refund money
870,Neutral,"people italy stock food 
 people uk stock uo toilet paper 

  lockdown uk italy"
871,Negative,"school close 
 professional sport cancel 
 group ban 
 stock market crash 
 hour job handle hundred stranger food silverware come people work busy 

  serverlife hospitalityindustry"
872,Extremely Positive,seek favorite proactive consumer messaging response coronavirus
873,Neutral,"  il 
 whyyyy finnish crazy 
 buy toilet paper shop like you go to eat build barrigade virus 
 câmon toilet paper store online shopping home delivery need 
  koronavirusfi"
874,Positive,supermarket people go way accidentally touch strangely considerate experience
875,Negative,"sad thing attendee vendor need hug itâ canât 
  wondercon 
  sdcc"
876,Negative,"underneath look like local supermarket coronavirus 
 paranoia poison door 
  century schizoid man"
877,Neutral,"

 bazillion time 

 

  work supermarket"
878,Extremely Positive,stock food water safe folk covid isnât deadly chance disrupt food supply chain human meal away anarchy want street time buy gun protect prepare case
879,Extremely Positive,"work small local grocery store news hit shut school week patience cashier bagger stock people try good 
 "
880,Extremely Positive,ll interesting retail store react covid short term profit loss close risk pr nightmare long term profit consumer trust loss potentially have outbreak start store
881,Neutral,"stock food month becuase 

  yr old bro lacroixwater 

 "
882,Extremely Negative,"coronavirus come interview rob wallace author big farm big flu 

 "
883,Extremely Positive,uk government experiment public health save share price cobrameete
884,Extremely Negative,"positive corona virus 
  help fight climate crisis 
  stock market disrupt 
  oil price get low 
  flight cancel 
  family gathering 
  work email home 
  distance education work 

 comrade"
885,Neutral,"delhaizebelgium supermarket central residential area brussels 

  stayhomebelgium"
886,Neutral,corona virus iâve start online clothing shopping new outfit shopping oodt fashionista coronavirus
887,Positive,video conference online shopping remote work crypto e wallet vr ebooks e classroom digital assistant asset tokenization sto time shine organization donât offer option rethink covid xtz
888,Negative,"catch flight feeling price fall 


 "
889,Negative,  beyondaboundary toddzwillich jdesmondharris flu shot prevent coronavirus good time old folk visit doctor office pharmacy social distancing online shopping safe bet
890,Negative,iâm stick indoor foreseeable avoid covid look online shopping think emmabridgewater benefit cabin fever week
891,Extremely Negative,get grocery store wtf tp water iâve literally go worry iâm go to worry iâm go to wipe ass week scary time oh hot pocket month
892,Extremely Negative,"coronavirus spread give company nightmare owe dropping sale apple ground decide temporarily close retail store italy till notice horror flick end 
"
893,Extremely Positive,base home remember online shopping amazon smile relieve boredom support wizo time coronavirus charity
894,Negative,donât school donât sporting event donât thereâs crowd youâll coronavirus thereâs people grocery store go avoid
895,Neutral,go check wonder price run amok
896,Positive,think safe current situation society face go profound impact people shopping search online business time business online coronavirus
897,Neutral,instead panic buying crowd supermarket pop local shop need price pretty reasonable panicbuye
898,Extremely Positive,seattle thing normal drive grocery store gas station appointment itâ well stay person bump people give pick germ surface coronavirus
899,Negative,poor people country suffer buy afford afford stupid cunt stock pile food essential decency sense prick coronaviruspandemic
900,Negative,"  fly norwegian skip deal guy file complaint aviation consumer protection division 
 office aviation enforcement proceeding 
 
 file charge american express 
 goodbye 
  boycottnorwegian italy co"
901,Neutral,cryptomarket probably sell people cash order stock food supply ride covid sell core holding year try explain psychology simple term
902,Negative,go grocery store pick thing people actually lose coronavirus coronaviruspandemic
903,Extremely Negative,queue enter local supermarket order somber meter apart direct fully stock treviso panic take day day coronaoutbreak coronavirusupdate coronavirusitalia
904,Positive,alright coronavirus fuq commute fuq mandatory wfh fuq online shopping addiction china fuq tomhank
905,Neutral,corona convo supermarket call police coronavirusupdate coronaviruspandemic jamaica
906,Positive,"âcoronaviru get boomer stock doomsday bunker millennial online shopping bathing suit island trip book spirit â khj esq 
  igen hope school extend spring break youthministry coronavirus"
907,Positive,airline ground stock market plummet event cancel threat food shortage like test run greennewdeal upshot carbon footprint go look great aoc
908,Extremely Positive,"afford consider buy extra grocery store donate local food bank donate money favorite local charity time tight lot family 
  schoolclosing"
909,Negative,"  jgreenblattadl good way deal covid 
  announce country choose date suspend activity month people time stock food supply med etc 
  quarantine home sick people emergency"
910,Extremely Negative,find stand aisle supermarket stare shelf toilet roll soap weâve see fear politically election shouldnât surprised frenzy supermarket coronaviruspandemic
911,Negative,irony everybody panic buying everybody wedge supermarket
912,Negative,head grocery store afternoon stock non perishable food covid distraction big come beaware bevigilant
913,Extremely Positive,country go lockdown stay safe wash hand daily use hand sanitizer sure elder spare food shop panic spree shopping leave elder little food
914,Negative,  business producer exploit fear price rise hand sanitizer mask toilet papers rice can food bean hacker bit late jump party coronaoutbreak go global wh good mad
915,Neutral,lock india day close financial market stock market bank day indians store food control later month ask work sunday control coronavirus pmoindia narendramodi piyushgoyal mohfw india
916,Positive,person stereotype irish people laidback chill clearly step supermarket midst storm pandemic go to shop come day need mindful
917,Neutral,  bbcqt matthancock supermarket lie comme
918,Positive,massive lineup grocery store toronto today like frill st toronto nofrill canchakir
919,Neutral,wait retail store e mail start roll âuse promo code covid discountâ
920,Positive,"businessdepot team share suggest business owner business affect coronavirus directly indirectly reduce consumer business confidence read 

  sme smallbusiness"
921,Extremely Positive,stop mock folk stock food personal care product face coronavirus trump clear doesnât care wonât help theyâre protect family way itâs small bit mastery control terrifying time
922,Extremely Negative,go cvs couldnât find water go gelson find little water guess price gallon usually run wtf america seriously greed pricegouge shameonyou
923,Negative,"store hear dearcorporate travel suspend coronavirus week 
  partytime retail retaillife"
924,Negative,âpersecuting price gougersâ bitcoin mining gouging video card price game bitcoinmine coronavirus
925,Extremely Positive,happy supermarket toilet paper alternative available today tpgate
926,Neutral,"impact consumerbehavior 

"
927,Extremely Negative,need stockpile toilet paper doesnât kill covid tylenol ibuprofen gatorade juice soup food stock help quarantine    coronaviruspandemic
928,Extremely Positive,sephora free shipping online end march bc ppl probably comfortable shopping online instead store covid
929,Negative,"ve empty shelf bog roll pasta leave jar sauce tin food frozen food non perishable supermarket 
 "
930,Extremely Negative,movie remind coronavirus contagion legend world war z day later contagion iamlegend worldwarz coronaviruspandemic coronaoutbreak coronavirus
931,Extremely Positive,reach local facebook group try help pop shop etc people elderly self isolate coronavirus wonât online thing bad take people contaminate shopping tip guidance
932,Positive,  aharmumbai hotel mumbai r usin dilute liquid soap detergent powder etc substitute undiluted liquid soap ask good hygiene practice consumer densely populated metro like mumbai cost cutting
933,Neutral,supermarket employee work helloooo
934,Extremely Negative,"return grocery store shelf half toilet paper ground beef cleaning supply line middle aisle register open 
 go nuts 
  coronavirusupdate coronaviruspandemic"
935,Positive," 
 turkey food price increase 
 virus outbreak unknown 
 clear information provide authority"
936,Extremely Negative,dear know real world market crash buyer close control price avoid disaster specially anticipate coronaviruspandemic lockdown
937,Negative,pop supermarket early stock pile feel iâm miss peerpressure coronavirusoutbreak
938,Negative,watch borisjohnson talk people stay home symptom get serve today supermarket stop cough people hear manager hear people will not stay home force people need money
939,Negative,iâm seriously confused like stock food today go lockdown plz explain
940,Negative,ireland lockdown school collage close today panic buy supermarket shelfs m bit worried bout canceleverythe
